"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Palestinian Territory, Occupied","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Palestinian Territory, Occupied","Male","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Palestinian Territory, Occupied","Male","2003","UNESCO_UIS Database_Sep2007","Years","13",""
"Palestinian Territory, Occupied","Male","2002","UNESCO_UIS Database_Sep2007","Years","13",""
"Palestinian Territory, Occupied","Male","2001","UNESCO_UIS Database_Sep2007","Years","12",""
"Palestinian Territory, Occupied","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Palestinian Territory, Occupied","Male","1999","UNESCO_UIS Database_Sep2007","Years","12",""
"Panama","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Panama","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Panama","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Panama","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Panama","Female","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Panama","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Panama","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Panama","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Panama","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Panama","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Panama","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Panama","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Panama","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Panama","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Papua New Guinea","Female","1999","UNESCO_UIS Database_Sep2007","Years","6","1"
"Papua New Guinea","Male","1999","UNESCO_UIS Database_Sep2007","Years","6","1"
"Paraguay","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Paraguay","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Paraguay","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Paraguay","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Paraguay","Female","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Paraguay","Female","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Paraguay","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Paraguay","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Paraguay","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Paraguay","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Paraguay","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Paraguay","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Peru","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Female","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Peru","Male","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Peru","Male","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Peru","Male","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Philippines","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Philippines","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Poland","Female","2005","UNESCO_UIS Database_Sep2007","Years","16",""
"Poland","Female","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Poland","Female","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Poland","Female","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Poland","Female","2001","UNESCO_UIS Database_Sep2007","Years","16","1"
"Poland","Female","2000","UNESCO_UIS Database_Sep2007","Years","15","1"
"Poland","Female","1999","UNESCO_UIS Database_Sep2007","Years","15",""
"Poland","Male","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Poland","Male","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Poland","Male","2003","UNESCO_UIS Database_Sep2007","Years","15",""
"Poland","Male","2002","UNESCO_UIS Database_Sep2007","Years","15",""
"Poland","Male","2001","UNESCO_UIS Database_Sep2007","Years","15","1"
"Poland","Male","2000","UNESCO_UIS Database_Sep2007","Years","14","1"
"Poland","Male","1999","UNESCO_UIS Database_Sep2007","Years","14",""
"Portugal","Female","2005","UNESCO_UIS Database_Sep2007","Years","16",""
"Portugal","Female","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Portugal","Female","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Portugal","Female","2001","UNESCO_UIS Database_Sep2007","Years","17","1"
"Portugal","Female","2000","UNESCO_UIS Database_Sep2007","Years","16","1"
"Portugal","Female","1999","UNESCO_UIS Database_Sep2007","Years","16","1"
"Portugal","Male","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Portugal","Male","2004","UNESCO_UIS Database_Sep2007","Years","15",""
"Portugal","Male","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Portugal","Male","2001","UNESCO_UIS Database_Sep2007","Years","16","1"
"Portugal","Male","2000","UNESCO_UIS Database_Sep2007","Years","16","1"
"Portugal","Male","1999","UNESCO_UIS Database_Sep2007","Years","15","1"
"Qatar","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Qatar","Female","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Qatar","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Qatar","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Qatar","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Qatar","Female","1999","UNESCO_UIS Database_Sep2007","Years","14","1"
"Qatar","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Qatar","Male","2004","UNESCO_UIS Database_Sep2007","Years","12",""
"Qatar","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Qatar","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Qatar","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Qatar","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Republic of Moldova","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Republic of Moldova","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Republic of Moldova","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Republic of Moldova","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Republic of Moldova","Female","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Female","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Republic of Moldova","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Republic of Moldova","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Romania","Female","2005","UNESCO_UIS Database_Sep2007","Years","14",""
"Romania","Female","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Romania","Female","2003","UNESCO_UIS Database_Sep2007","Years","13",""
"Romania","Female","2002","UNESCO_UIS Database_Sep2007","Years","13",""
"Romania","Female","2001","UNESCO_UIS Database_Sep2007","Years","12",""
"Romania","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Romania","Female","1999","UNESCO_UIS Database_Sep2007","Years","12",""
"Romania","Male","2005","UNESCO_UIS Database_Sep2007","Years","13",""
"Romania","Male","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Romania","Male","2003","UNESCO_UIS Database_Sep2007","Years","13",""
"Romania","Male","2002","UNESCO_UIS Database_Sep2007","Years","12",""
"Romania","Male","2001","UNESCO_UIS Database_Sep2007","Years","12",""
"Romania","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Romania","Male","1999","UNESCO_UIS Database_Sep2007","Years","12",""
"Russian Federation","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Russian Federation","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Russian Federation","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Russian Federation","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Russian Federation","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Russian Federation","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Rwanda","Female","2005","UNESCO_UIS Database_Sep2007","Years","8","1"
"Rwanda","Female","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Rwanda","Female","2003","UNESCO_UIS Database_Sep2007","Years","7","1"
"Rwanda","Female","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Rwanda","Female","2000","UNESCO_UIS Database_Sep2007","Years","7","1"
"Rwanda","Male","2005","UNESCO_UIS Database_Sep2007","Years","8","1"
"Rwanda","Male","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Rwanda","Male","2003","UNESCO_UIS Database_Sep2007","Years","8","1"
"Rwanda","Male","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Rwanda","Male","2000","UNESCO_UIS Database_Sep2007","Years","7","1"
"Saint Kitts and Nevis","Female","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Kitts and Nevis","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Kitts and Nevis","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Saint Kitts and Nevis","Female","2002","UNESCO_UIS Database_Sep2007","Years","15","1"
"Saint Kitts and Nevis","Female","2001","UNESCO_UIS Database_Sep2007","Years","15","1"
"Saint Kitts and Nevis","Female","2000","UNESCO_UIS Database_Sep2007","Years","15","1"
"Saint Kitts and Nevis","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Saint Kitts and Nevis","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Saint Kitts and Nevis","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Kitts and Nevis","Male","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Saint Kitts and Nevis","Male","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Saint Kitts and Nevis","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Lucia","Female","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Lucia","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Lucia","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saint Lucia","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Saint Lucia","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Saint Lucia","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Samoa","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Samoa","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Samoa","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Samoa","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Samoa","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Samoa","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Sao Tome and Principe","Female","2005","UNESCO_UIS Database_Sep2007","Years","10",""
"Sao Tome and Principe","Female","2004","UNESCO_UIS Database_Sep2007","Years","10",""
"Sao Tome and Principe","Female","2003","UNESCO_UIS Database_Sep2007","Years","10",""
"Sao Tome and Principe","Female","2002","UNESCO_UIS Database_Sep2007","Years","9","1"
"Sao Tome and Principe","Male","2005","UNESCO_UIS Database_Sep2007","Years","10",""
"Sao Tome and Principe","Male","2004","UNESCO_UIS Database_Sep2007","Years","10",""
"Sao Tome and Principe","Male","2003","UNESCO_UIS Database_Sep2007","Years","10",""
"Sao Tome and Principe","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Saudi Arabia","Female","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saudi Arabia","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saudi Arabia","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saudi Arabia","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saudi Arabia","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Saudi Arabia","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Serbia and Montenegro","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","2"
"Serbia and Montenegro","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","2"
"Serbia and Montenegro","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","2"
"Serbia and Montenegro","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","2"
"Serbia and Montenegro","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","2"
"Serbia and Montenegro","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","2"
"Seychelles","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","2"
"Seychelles","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","2"
"Seychelles","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Female","2001","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Female","2000","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Female","1999","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Male","2005","UNESCO_UIS Database_Sep2007","Years","13","2"
"Seychelles","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","2"
"Seychelles","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","2"
"Seychelles","Male","2002","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Male","2001","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Male","2000","UNESCO_UIS Database_Sep2007","Years","14","2"
"Seychelles","Male","1999","UNESCO_UIS Database_Sep2007","Years","14","2"
"Sierra Leone","Female","2001","UNESCO_UIS Database_Sep2007","Years","6","1"
"Sierra Leone","Male","2001","UNESCO_UIS Database_Sep2007","Years","8","1"
"Slovakia","Female","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Slovakia","Female","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Female","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Female","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Female","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Slovakia","Female","2000","UNESCO_UIS Database_Sep2007","Years","14","1"
"Slovakia","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Slovakia","Male","2005","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Male","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Male","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Male","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovakia","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Slovakia","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Slovakia","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Slovenia","Female","2005","UNESCO_UIS Database_Sep2007","Years","18","1"
"Slovenia","Female","2004","UNESCO_UIS Database_Sep2007","Years","17","1"
"Slovenia","Female","2003","UNESCO_UIS Database_Sep2007","Years","17","1"
"Slovenia","Female","2002","UNESCO_UIS Database_Sep2007","Years","17",""
"Slovenia","Female","2001","UNESCO_UIS Database_Sep2007","Years","16","1"
"Slovenia","Female","2000","UNESCO_UIS Database_Sep2007","Years","16",""
"Slovenia","Female","1999","UNESCO_UIS Database_Sep2007","Years","15","1"
"Slovenia","Male","2005","UNESCO_UIS Database_Sep2007","Years","16","1"
"Slovenia","Male","2004","UNESCO_UIS Database_Sep2007","Years","16","1"
"Slovenia","Male","2003","UNESCO_UIS Database_Sep2007","Years","16","1"
"Slovenia","Male","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Slovenia","Male","2001","UNESCO_UIS Database_Sep2007","Years","15","1"
"Slovenia","Male","2000","UNESCO_UIS Database_Sep2007","Years","14",""
"Slovenia","Male","1999","UNESCO_UIS Database_Sep2007","Years","14","1"
"Solomon Islands","Female","2005","UNESCO_UIS Database_Sep2007","Years","8",""
"Solomon Islands","Female","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Solomon Islands","Female","2003","UNESCO_UIS Database_Sep2007","Years","8","1"
"Solomon Islands","Female","2002","UNESCO_UIS Database_Sep2007","Years","8",""
"Solomon Islands","Female","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Solomon Islands","Female","2000","UNESCO_UIS Database_Sep2007","Years","6",""
"Solomon Islands","Female","1999","UNESCO_UIS Database_Sep2007","Years","7",""
"Solomon Islands","Male","2005","UNESCO_UIS Database_Sep2007","Years","8",""
"Solomon Islands","Male","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Solomon Islands","Male","2003","UNESCO_UIS Database_Sep2007","Years","8","1"
"Solomon Islands","Male","2002","UNESCO_UIS Database_Sep2007","Years","8",""
"Solomon Islands","Male","2001","UNESCO_UIS Database_Sep2007","Years","8","1"
"Solomon Islands","Male","2000","UNESCO_UIS Database_Sep2007","Years","7",""
"Solomon Islands","Male","1999","UNESCO_UIS Database_Sep2007","Years","8",""
"South Africa","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Female","1999","UNESCO_UIS Database_Sep2007","Years","14","1"
"South Africa","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"South Africa","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Spain","Female","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"Spain","Female","2004","UNESCO_UIS Database_Sep2007","Years","17",""
"Spain","Female","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Female","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Female","2001","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Female","2000","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Female","1999","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","2005","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","2001","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","2000","UNESCO_UIS Database_Sep2007","Years","16",""
"Spain","Male","1999","UNESCO_UIS Database_Sep2007","Years","16",""
"St Vincent and the Grenadines","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"St Vincent and the Grenadines","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"St Vincent and the Grenadines","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"St Vincent and the Grenadines","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"St Vincent and the Grenadines","Female","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"St Vincent and the Grenadines","Female","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"St Vincent and the Grenadines","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"St Vincent and the Grenadines","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"St Vincent and the Grenadines","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"St Vincent and the Grenadines","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"St Vincent and the Grenadines","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"St Vincent and the Grenadines","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Suriname","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Suriname","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Swaziland","Female","2005","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Female","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Female","2003","UNESCO_UIS Database_Sep2007","Years","9","1"
"Swaziland","Female","2002","UNESCO_UIS Database_Sep2007","Years","9","1"
"Swaziland","Female","2000","UNESCO_UIS Database_Sep2007","Years","9","1"
"Swaziland","Female","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Male","2005","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Male","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Male","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Male","2000","UNESCO_UIS Database_Sep2007","Years","10","1"
"Swaziland","Male","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Sweden","Female","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"Sweden","Female","2004","UNESCO_UIS Database_Sep2007","Years","17",""
"Sweden","Female","2003","UNESCO_UIS Database_Sep2007","Years","20",""
"Sweden","Female","2002","UNESCO_UIS Database_Sep2007","Years","20",""
"Sweden","Female","2001","UNESCO_UIS Database_Sep2007","Years","21","1"
"Sweden","Female","2000","UNESCO_UIS Database_Sep2007","Years","21","1"
"Sweden","Female","1999","UNESCO_UIS Database_Sep2007","Years","21","1"
"Sweden","Male","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Sweden","Male","2004","UNESCO_UIS Database_Sep2007","Years","15",""
"Sweden","Male","2003","UNESCO_UIS Database_Sep2007","Years","17",""
"Sweden","Male","2002","UNESCO_UIS Database_Sep2007","Years","17",""
"Sweden","Male","2001","UNESCO_UIS Database_Sep2007","Years","17","1"
"Sweden","Male","2000","UNESCO_UIS Database_Sep2007","Years","17","1"
"Sweden","Male","1999","UNESCO_UIS Database_Sep2007","Years","17","1"
"Switzerland","Female","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Switzerland","Female","2004","UNESCO_UIS Database_Sep2007","Years","15",""
"Switzerland","Female","2003","UNESCO_UIS Database_Sep2007","Years","15",""
"Switzerland","Female","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Switzerland","Female","2001","UNESCO_UIS Database_Sep2007","Years","15","1"
"Switzerland","Female","2000","UNESCO_UIS Database_Sep2007","Years","15","1"
"Switzerland","Female","1999","UNESCO_UIS Database_Sep2007","Years","14","1"
"Switzerland","Male","2005","UNESCO_UIS Database_Sep2007","Years","16",""
"Switzerland","Male","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Switzerland","Male","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Switzerland","Male","2002","UNESCO_UIS Database_Sep2007","Years","15",""
"Switzerland","Male","2001","UNESCO_UIS Database_Sep2007","Years","16","1"
"Switzerland","Male","2000","UNESCO_UIS Database_Sep2007","Years","16","1"
"Switzerland","Male","1999","UNESCO_UIS Database_Sep2007","Years","16","1"
"Tajikistan","Female","2005","UNESCO_UIS Database_Sep2007","Years","10",""
"Tajikistan","Female","2004","UNESCO_UIS Database_Sep2007","Years","10",""
"Tajikistan","Female","2003","UNESCO_UIS Database_Sep2007","Years","10",""
"Tajikistan","Female","2002","UNESCO_UIS Database_Sep2007","Years","9",""
"Tajikistan","Female","2001","UNESCO_UIS Database_Sep2007","Years","9",""
"Tajikistan","Female","2000","UNESCO_UIS Database_Sep2007","Years","9","1"
"Tajikistan","Female","1999","UNESCO_UIS Database_Sep2007","Years","9","1"
"Tajikistan","Male","2005","UNESCO_UIS Database_Sep2007","Years","12",""
"Tajikistan","Male","2004","UNESCO_UIS Database_Sep2007","Years","12",""
"Tajikistan","Male","2003","UNESCO_UIS Database_Sep2007","Years","12",""
"Tajikistan","Male","2002","UNESCO_UIS Database_Sep2007","Years","11",""
"Tajikistan","Male","2001","UNESCO_UIS Database_Sep2007","Years","11",""
"Tajikistan","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tajikistan","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tanzania","Female","1999","UNESCO_UIS Database_Sep2007","Years","5","1"
"Tanzania","Male","1999","UNESCO_UIS Database_Sep2007","Years","5","1"
"Thailand","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Thailand","Female","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Thailand","Male","2005","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Male","2004","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Thailand","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Togo","Female","2000","UNESCO_UIS Database_Sep2007","Years","7","1"
"Togo","Female","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Togo","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Togo","Male","1999","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tokelau","Female","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tokelau","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tokelau","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tokelau","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Tokelau","Female","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Tokelau","Male","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
