"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Latvia","Male","2005","UNESCO_UIS Database_Sep2007","Years","14",""
"Latvia","Male","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Latvia","Male","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Latvia","Male","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Latvia","Male","2001","UNESCO_UIS Database_Sep2007","Years","14",""
"Latvia","Male","2000","UNESCO_UIS Database_Sep2007","Years","13",""
"Latvia","Male","1999","UNESCO_UIS Database_Sep2007","Years","13",""
"Lebanon","Female","2005","UNESCO_UIS Database_Sep2007","Years","15","1"
"Lebanon","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Female","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Lebanon","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Lebanon","Male","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Male","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Male","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Male","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lebanon","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Lebanon","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Lebanon","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Lesotho","Female","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Female","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Female","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Female","1999","UNESCO_UIS Database_Sep2007","Years","10",""
"Lesotho","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Lesotho","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Lesotho","Male","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Lesotho","Male","2000","UNESCO_UIS Database_Sep2007","Years","10","1"
"Lesotho","Male","1999","UNESCO_UIS Database_Sep2007","Years","9",""
"Liberia","Female","2000","UNESCO_UIS Database_Sep2007","Years","8","1"
"Liberia","Female","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Liberia","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","1"
"Liberia","Male","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Libya","Female","2003","UNESCO_UIS Database_Sep2007","Years","17","1"
"Libya","Female","2002","UNESCO_UIS Database_Sep2007","Years","17","1"
"Libya","Male","2003","UNESCO_UIS Database_Sep2007","Years","16","1"
"Libya","Male","2002","UNESCO_UIS Database_Sep2007","Years","16","1"
"Liechtenstein","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","2"
"Liechtenstein","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","2"
"Liechtenstein","Male","2004","UNESCO_UIS Database_Sep2007","Years","16","2"
"Liechtenstein","Male","2003","UNESCO_UIS Database_Sep2007","Years","15","2"
"Lithuania","Female","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"Lithuania","Female","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Lithuania","Female","2003","UNESCO_UIS Database_Sep2007","Years","16",""
"Lithuania","Female","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Lithuania","Female","2001","UNESCO_UIS Database_Sep2007","Years","16",""
"Lithuania","Female","2000","UNESCO_UIS Database_Sep2007","Years","15","1"
"Lithuania","Female","1999","UNESCO_UIS Database_Sep2007","Years","15",""
"Lithuania","Male","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Lithuania","Male","2004","UNESCO_UIS Database_Sep2007","Years","15",""
"Lithuania","Male","2003","UNESCO_UIS Database_Sep2007","Years","15",""
"Lithuania","Male","2002","UNESCO_UIS Database_Sep2007","Years","15",""
"Lithuania","Male","2001","UNESCO_UIS Database_Sep2007","Years","15",""
"Lithuania","Male","2000","UNESCO_UIS Database_Sep2007","Years","14","1"
"Lithuania","Male","1999","UNESCO_UIS Database_Sep2007","Years","14",""
"Luxembourg","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Luxembourg","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","1"
"Luxembourg","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Luxembourg","Female","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Luxembourg","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Female","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Luxembourg","Male","1999","UNESCO_UIS Database_Sep2007","Years","13","1"
"Macau SAR","Female","2005","UNESCO_UIS Database_Sep2007","Years","14",""
"Macau SAR","Female","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Macau SAR","Female","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Macau SAR","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","1"
"Macau SAR","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Macau SAR","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macau SAR","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macau SAR","Male","2005","UNESCO_UIS Database_Sep2007","Years","16",""
"Macau SAR","Male","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Macau SAR","Male","2003","UNESCO_UIS Database_Sep2007","Years","17",""
"Macau SAR","Male","2002","UNESCO_UIS Database_Sep2007","Years","16","1"
"Macau SAR","Male","2001","UNESCO_UIS Database_Sep2007","Years","14","1"
"Macau SAR","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Macau SAR","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Female","2005","UNESCO_UIS Database_Sep2007","Years","12",""
"Macedonia","Female","2004","UNESCO_UIS Database_Sep2007","Years","12",""
"Macedonia","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Female","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Female","1999","UNESCO_UIS Database_Sep2007","Years","12",""
"Macedonia","Male","2005","UNESCO_UIS Database_Sep2007","Years","12",""
"Macedonia","Male","2004","UNESCO_UIS Database_Sep2007","Years","12",""
"Macedonia","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Macedonia","Male","1999","UNESCO_UIS Database_Sep2007","Years","12",""
"Madagascar","Female","1999","UNESCO_UIS Database_Sep2007","Years","6","1"
"Madagascar","Male","1999","UNESCO_UIS Database_Sep2007","Years","6","1"
"Malawi","Female","2004","UNESCO_UIS Database_Sep2007","Years","9","1"
"Malawi","Female","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Malawi","Male","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Malawi","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Malaysia","Female","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Malaysia","Female","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Malaysia","Female","2002","UNESCO_UIS Database_Sep2007","Years","13",""
"Malaysia","Female","2001","UNESCO_UIS Database_Sep2007","Years","13",""
"Malaysia","Female","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Malaysia","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Malaysia","Male","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Malaysia","Male","2003","UNESCO_UIS Database_Sep2007","Years","12",""
"Malaysia","Male","2002","UNESCO_UIS Database_Sep2007","Years","12",""
"Malaysia","Male","2001","UNESCO_UIS Database_Sep2007","Years","12",""
"Malaysia","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Malaysia","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Maldives","Female","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Maldives","Female","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Maldives","Female","2002","UNESCO_UIS Database_Sep2007","Years","12",""
"Maldives","Female","2001","UNESCO_UIS Database_Sep2007","Years","12",""
"Maldives","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Maldives","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Maldives","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Maldives","Male","2003","UNESCO_UIS Database_Sep2007","Years","12","1"
"Maldives","Male","2002","UNESCO_UIS Database_Sep2007","Years","12",""
"Maldives","Male","2001","UNESCO_UIS Database_Sep2007","Years","12",""
"Maldives","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Maldives","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mali","Female","2005","UNESCO_UIS Database_Sep2007","Years","5","1"
"Mali","Female","2004","UNESCO_UIS Database_Sep2007","Years","4","1"
"Mali","Female","2003","UNESCO_UIS Database_Sep2007","Years","4","1"
"Mali","Female","2000","UNESCO_UIS Database_Sep2007","Years","3","1"
"Mali","Female","1999","UNESCO_UIS Database_Sep2007","Years","3","1"
"Mali","Male","2005","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mali","Male","2004","UNESCO_UIS Database_Sep2007","Years","6","1"
"Mali","Male","2003","UNESCO_UIS Database_Sep2007","Years","6","1"
"Mali","Male","2000","UNESCO_UIS Database_Sep2007","Years","5","1"
"Mali","Male","1999","UNESCO_UIS Database_Sep2007","Years","5","1"
"Malta","Female","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Malta","Female","2004","UNESCO_UIS Database_Sep2007","Years","15",""
"Malta","Female","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Female","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Female","2001","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Female","2000","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Male","2005","UNESCO_UIS Database_Sep2007","Years","15",""
"Malta","Male","2004","UNESCO_UIS Database_Sep2007","Years","15",""
"Malta","Male","2003","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Male","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Male","2001","UNESCO_UIS Database_Sep2007","Years","14",""
"Malta","Male","2000","UNESCO_UIS Database_Sep2007","Years","14",""
"Marshall Islands","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Marshall Islands","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Marshall Islands","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Marshall Islands","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritania","Female","2005","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritania","Female","2004","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritania","Female","2003","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritania","Female","2002","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritania","Female","2001","UNESCO_UIS Database_Sep2007","Years","6","1"
"Mauritania","Male","2005","UNESCO_UIS Database_Sep2007","Years","8","1"
"Mauritania","Male","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Mauritania","Male","2003","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritania","Male","2002","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritania","Male","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mauritius","Female","2005","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Female","2004","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Female","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Female","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Female","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mauritius","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mauritius","Male","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Mauritius","Male","2004","UNESCO_UIS Database_Sep2007","Years","14","1"
"Mauritius","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Male","2002","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Male","2000","UNESCO_UIS Database_Sep2007","Years","13","1"
"Mauritius","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mexico","Female","2005","UNESCO_UIS Database_Sep2007","Years","13",""
"Mexico","Female","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Mexico","Female","2003","UNESCO_UIS Database_Sep2007","Years","13",""
"Mexico","Female","2002","UNESCO_UIS Database_Sep2007","Years","12",""
"Mexico","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mexico","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mexico","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mexico","Male","2005","UNESCO_UIS Database_Sep2007","Years","13",""
"Mexico","Male","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Mexico","Male","2003","UNESCO_UIS Database_Sep2007","Years","12",""
"Mexico","Male","2002","UNESCO_UIS Database_Sep2007","Years","12",""
"Mexico","Male","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mexico","Male","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mexico","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","1"
"Mongolia","Female","2005","UNESCO_UIS Database_Sep2007","Years","13",""
"Mongolia","Female","2004","UNESCO_UIS Database_Sep2007","Years","13",""
"Mongolia","Female","2003","UNESCO_UIS Database_Sep2007","Years","12",""
"Mongolia","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Mongolia","Female","2001","UNESCO_UIS Database_Sep2007","Years","11",""
"Mongolia","Female","2000","UNESCO_UIS Database_Sep2007","Years","10",""
"Mongolia","Female","1999","UNESCO_UIS Database_Sep2007","Years","10","1"
"Mongolia","Male","2005","UNESCO_UIS Database_Sep2007","Years","12",""
"Mongolia","Male","2004","UNESCO_UIS Database_Sep2007","Years","11",""
"Mongolia","Male","2003","UNESCO_UIS Database_Sep2007","Years","10",""
"Mongolia","Male","2002","UNESCO_UIS Database_Sep2007","Years","9","1"
"Mongolia","Male","2001","UNESCO_UIS Database_Sep2007","Years","9",""
"Mongolia","Male","2000","UNESCO_UIS Database_Sep2007","Years","8",""
"Mongolia","Male","1999","UNESCO_UIS Database_Sep2007","Years","8","1"
"Montserrat","Female","2005","UNESCO_UIS Database_Sep2007","Years","15","2"
"Montserrat","Female","2004","UNESCO_UIS Database_Sep2007","Years","14","2"
"Montserrat","Female","2003","UNESCO_UIS Database_Sep2007","Years","14","2"
"Montserrat","Female","2002","UNESCO_UIS Database_Sep2007","Years","14","2"
"Montserrat","Male","2005","UNESCO_UIS Database_Sep2007","Years","14","2"
"Montserrat","Male","2004","UNESCO_UIS Database_Sep2007","Years","13","2"
"Montserrat","Male","2003","UNESCO_UIS Database_Sep2007","Years","13","2"
"Montserrat","Male","2002","UNESCO_UIS Database_Sep2007","Years","14","2"
"Morocco","Female","2005","UNESCO_UIS Database_Sep2007","Years","9","1"
"Morocco","Female","2004","UNESCO_UIS Database_Sep2007","Years","9","1"
"Morocco","Female","2003","UNESCO_UIS Database_Sep2007","Years","9","1"
"Morocco","Female","2002","UNESCO_UIS Database_Sep2007","Years","9","1"
"Morocco","Female","2001","UNESCO_UIS Database_Sep2007","Years","8","1"
"Morocco","Female","2000","UNESCO_UIS Database_Sep2007","Years","8","1"
"Morocco","Female","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Morocco","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Morocco","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Morocco","Male","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Morocco","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Morocco","Male","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Morocco","Male","2000","UNESCO_UIS Database_Sep2007","Years","9","1"
"Morocco","Male","1999","UNESCO_UIS Database_Sep2007","Years","9","1"
"Mozambique","Female","2005","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mozambique","Female","2004","UNESCO_UIS Database_Sep2007","Years","7","1"
"Mozambique","Male","2005","UNESCO_UIS Database_Sep2007","Years","9","1"
"Mozambique","Male","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Myanmar","Female","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Myanmar","Female","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Myanmar","Male","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Myanmar","Male","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Namibia","Female","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Namibia","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Namibia","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Namibia","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","1"
"Namibia","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Namibia","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Namibia","Male","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Namibia","Male","2001","UNESCO_UIS Database_Sep2007","Years","11","1"
"Nauru","Female","2004","UNESCO_UIS Database_Sep2007","Years","8","2"
"Nauru","Female","2003","UNESCO_UIS Database_Sep2007","Years","8","2"
"Nauru","Female","2002","UNESCO_UIS Database_Sep2007","Years","8","2"
"Nauru","Female","2001","UNESCO_UIS Database_Sep2007","Years","9","2"
"Nauru","Female","2000","UNESCO_UIS Database_Sep2007","Years","8","2"
"Nauru","Male","2004","UNESCO_UIS Database_Sep2007","Years","8","2"
"Nauru","Male","2003","UNESCO_UIS Database_Sep2007","Years","8","2"
"Nauru","Male","2002","UNESCO_UIS Database_Sep2007","Years","7","2"
"Nauru","Male","2001","UNESCO_UIS Database_Sep2007","Years","9","2"
"Nauru","Male","2000","UNESCO_UIS Database_Sep2007","Years","7","2"
"Nepal","Female","2003","UNESCO_UIS Database_Sep2007","Years","8","1"
"Nepal","Female","2002","UNESCO_UIS Database_Sep2007","Years","8","1"
"Nepal","Female","2001","UNESCO_UIS Database_Sep2007","Years","7","1"
"Nepal","Female","2000","UNESCO_UIS Database_Sep2007","Years","7","1"
"Nepal","Male","2003","UNESCO_UIS Database_Sep2007","Years","10","1"
"Nepal","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Nepal","Male","2001","UNESCO_UIS Database_Sep2007","Years","9","1"
"Nepal","Male","2000","UNESCO_UIS Database_Sep2007","Years","10","1"
"Netherlands","Female","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"Netherlands","Female","2004","UNESCO_UIS Database_Sep2007","Years","16",""
"Netherlands","Female","2003","UNESCO_UIS Database_Sep2007","Years","17",""
"Netherlands","Female","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Netherlands","Female","2001","UNESCO_UIS Database_Sep2007","Years","17","1"
"Netherlands","Female","2000","UNESCO_UIS Database_Sep2007","Years","16","1"
"Netherlands","Female","1999","UNESCO_UIS Database_Sep2007","Years","16","1"
"Netherlands","Male","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"Netherlands","Male","2004","UNESCO_UIS Database_Sep2007","Years","17",""
"Netherlands","Male","2003","UNESCO_UIS Database_Sep2007","Years","17",""
"Netherlands","Male","2002","UNESCO_UIS Database_Sep2007","Years","17",""
"Netherlands","Male","2001","UNESCO_UIS Database_Sep2007","Years","17","1"
"Netherlands","Male","2000","UNESCO_UIS Database_Sep2007","Years","17","1"
"Netherlands","Male","1999","UNESCO_UIS Database_Sep2007","Years","17","1"
"Netherlands Antilles","Female","2002","UNESCO_UIS Database_Sep2007","Years","15",""
"Netherlands Antilles","Female","2001","UNESCO_UIS Database_Sep2007","Years","14",""
"Netherlands Antilles","Female","2000","UNESCO_UIS Database_Sep2007","Years","15",""
"Netherlands Antilles","Female","1999","UNESCO_UIS Database_Sep2007","Years","16","1"
"Netherlands Antilles","Male","2002","UNESCO_UIS Database_Sep2007","Years","14",""
"Netherlands Antilles","Male","2001","UNESCO_UIS Database_Sep2007","Years","15",""
"Netherlands Antilles","Male","2000","UNESCO_UIS Database_Sep2007","Years","15",""
"Netherlands Antilles","Male","1999","UNESCO_UIS Database_Sep2007","Years","15","1"
"New Zealand","Female","2005","UNESCO_UIS Database_Sep2007","Years","21",""
"New Zealand","Female","2004","UNESCO_UIS Database_Sep2007","Years","21",""
"New Zealand","Female","2003","UNESCO_UIS Database_Sep2007","Years","20",""
"New Zealand","Female","2002","UNESCO_UIS Database_Sep2007","Years","20","1"
"New Zealand","Female","2000","UNESCO_UIS Database_Sep2007","Years","19","1"
"New Zealand","Female","1999","UNESCO_UIS Database_Sep2007","Years","18","1"
"New Zealand","Male","2005","UNESCO_UIS Database_Sep2007","Years","19",""
"New Zealand","Male","2004","UNESCO_UIS Database_Sep2007","Years","19",""
"New Zealand","Male","2003","UNESCO_UIS Database_Sep2007","Years","18",""
"New Zealand","Male","2002","UNESCO_UIS Database_Sep2007","Years","18","1"
"New Zealand","Male","2000","UNESCO_UIS Database_Sep2007","Years","17","1"
"New Zealand","Male","1999","UNESCO_UIS Database_Sep2007","Years","17","1"
"Nicaragua","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Nicaragua","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Nicaragua","Female","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Nicaragua","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Nicaragua","Male","2002","UNESCO_UIS Database_Sep2007","Years","10","1"
"Nicaragua","Male","2001","UNESCO_UIS Database_Sep2007","Years","10","1"
"Niger","Female","2005","UNESCO_UIS Database_Sep2007","Years","3","1"
"Niger","Female","2004","UNESCO_UIS Database_Sep2007","Years","3","1"
"Niger","Female","2003","UNESCO_UIS Database_Sep2007","Years","2","1"
"Niger","Male","2005","UNESCO_UIS Database_Sep2007","Years","4","1"
"Niger","Male","2004","UNESCO_UIS Database_Sep2007","Years","4","1"
"Niger","Male","2003","UNESCO_UIS Database_Sep2007","Years","3","1"
"Nigeria","Female","2004","UNESCO_UIS Database_Sep2007","Years","8","1"
"Nigeria","Female","1999","UNESCO_UIS Database_Sep2007","Years","7","1"
"Nigeria","Male","2004","UNESCO_UIS Database_Sep2007","Years","10","1"
"Nigeria","Male","1999","UNESCO_UIS Database_Sep2007","Years","8","1"
"Niue","Female","2005","UNESCO_UIS Database_Sep2007","Years","12","2"
"Niue","Female","2004","UNESCO_UIS Database_Sep2007","Years","12","2"
"Niue","Female","2001","UNESCO_UIS Database_Sep2007","Years","12","2"
"Niue","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","2"
"Niue","Female","1999","UNESCO_UIS Database_Sep2007","Years","12","2"
"Niue","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","2"
"Niue","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","2"
"Niue","Male","2001","UNESCO_UIS Database_Sep2007","Years","13","2"
"Niue","Male","2000","UNESCO_UIS Database_Sep2007","Years","11","2"
"Niue","Male","1999","UNESCO_UIS Database_Sep2007","Years","12","2"
"Norway","Female","2005","UNESCO_UIS Database_Sep2007","Years","18",""
"Norway","Female","2004","UNESCO_UIS Database_Sep2007","Years","18",""
"Norway","Female","2003","UNESCO_UIS Database_Sep2007","Years","18",""
"Norway","Female","2002","UNESCO_UIS Database_Sep2007","Years","18",""
"Norway","Female","2001","UNESCO_UIS Database_Sep2007","Years","18",""
"Norway","Female","2000","UNESCO_UIS Database_Sep2007","Years","18","1"
"Norway","Female","1999","UNESCO_UIS Database_Sep2007","Years","18",""
"Norway","Male","2005","UNESCO_UIS Database_Sep2007","Years","17",""
"Norway","Male","2004","UNESCO_UIS Database_Sep2007","Years","17",""
"Norway","Male","2003","UNESCO_UIS Database_Sep2007","Years","17",""
"Norway","Male","2002","UNESCO_UIS Database_Sep2007","Years","16",""
"Norway","Male","2001","UNESCO_UIS Database_Sep2007","Years","16",""
"Norway","Male","2000","UNESCO_UIS Database_Sep2007","Years","17","1"
"Norway","Male","1999","UNESCO_UIS Database_Sep2007","Years","17",""
"Oman","Female","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Female","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Female","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Female","2002","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Male","2005","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Male","2004","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Male","2003","UNESCO_UIS Database_Sep2007","Years","11","1"
"Oman","Male","2002","UNESCO_UIS Database_Sep2007","Years","12","1"
"Pakistan","Female","2005","UNESCO_UIS Database_Sep2007","Years","6","1"
"Pakistan","Female","2004","UNESCO_UIS Database_Sep2007","Years","5","1"
"Pakistan","Female","2003","UNESCO_UIS Database_Sep2007","Years","5","1"
"Pakistan","Female","2002","UNESCO_UIS Database_Sep2007","Years","5","1"
"Pakistan","Male","2005","UNESCO_UIS Database_Sep2007","Years","7","1"
"Pakistan","Male","2004","UNESCO_UIS Database_Sep2007","Years","7","1"
"Pakistan","Male","2003","UNESCO_UIS Database_Sep2007","Years","7","1"
"Pakistan","Male","2002","UNESCO_UIS Database_Sep2007","Years","7","1"
"Palau","Female","2000","UNESCO_UIS Database_Sep2007","Years","15","1"
"Palau","Male","2000","UNESCO_UIS Database_Sep2007","Years","14","1"
"Palestinian Territory, Occupied","Female","2005","UNESCO_UIS Database_Sep2007","Years","14","1"
"Palestinian Territory, Occupied","Female","2004","UNESCO_UIS Database_Sep2007","Years","14",""
"Palestinian Territory, Occupied","Female","2003","UNESCO_UIS Database_Sep2007","Years","13",""
"Palestinian Territory, Occupied","Female","2002","UNESCO_UIS Database_Sep2007","Years","13",""
"Palestinian Territory, Occupied","Female","2001","UNESCO_UIS Database_Sep2007","Years","13",""
"Palestinian Territory, Occupied","Female","2000","UNESCO_UIS Database_Sep2007","Years","12","1"
"Palestinian Territory, Occupied","Female","1999","UNESCO_UIS Database_Sep2007","Years","12",""
